"","Gene_ID","n_SNPs","n_in_exons","n_introns","n_upstream","n_downstream","n_nonsynonymous","n_synonymous","n_modifer","n_low_impact","n_mod_impact","n_high_impact","effects","max_upstream_dist","min_upstream_dist","CHROM","n_in_gene","gene_length","gene_length_kb","n_in_gene_per_kb","up_to_in_ratio","up_to_in_per_kb_ratio","In_sigs","n_in_gene_per_kb_tf"
"5194","YOL148C",4,4,0,0,0,0,4,0,4,0,0,"synonymous_variant",NA,NA,"XV",4,1815,1.815,2.20385674931129,0,0,FALSE,1.48453923805041
"5195","YOL149W",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"XV",1,696,0.696,1.4367816091954,0,0,FALSE,1.19865825371346
"5196","YOL150C",1,0,0,1,0,0,0,1,0,0,0,"upstream_gene_variant",17,17,"XV",0,NA,NA,NA,NA,NA,FALSE,NA
"5197","YOL151W",27,18,0,9,0,5,13,9,13,5,0,"upstream_gene_variant;synonymous_variant;missense_variant",95,6,"XV",18,1029,1.029,17.4927113702624,0.5,0.5145,FALSE,4.18242888406514
"5198","YOL152W",16,16,0,0,0,8,8,0,8,8,0,"synonymous_variant;missense_variant",NA,NA,"XV",16,1863,1.863,8.58829844337091,0,0,FALSE,2.93057988175905
"5199","YOL153C",16,0,0,16,0,0,0,16,0,0,0,"upstream_gene_variant",924,174,"XV",0,NA,NA,NA,NA,NA,FALSE,NA
"5200","YOL154W",2,2,0,0,0,1,1,0,1,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",2,750,0.75,2.66666666666667,0,0,FALSE,1.63299316185545
"5201","YOL155C",65,50,0,15,0,17,33,15,33,17,0,"missense_variant;synonymous_variant;upstream_gene_variant",780,33,"XV",50,2904,2.904,17.2176308539945,0.3,0.8712,FALSE,4.14941331443308
"5202","YOL155W-A",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"XV",1,135,0.135,7.40740740740741,0,0,FALSE,2.72165526975909
"5203","YOL156W",20,20,0,0,0,2,18,0,18,2,0,"missense_variant;synonymous_variant",NA,NA,"XV",20,1704,1.704,11.7370892018779,0,0,FALSE,3.42594354913766
"5204","YOL157C",11,11,0,0,0,3,8,0,8,3,0,"missense_variant;synonymous_variant",NA,NA,"XV",11,1770,1.77,6.21468926553672,0,0,FALSE,2.49292785004635
"5205","YOL158C",36,36,0,0,0,13,23,0,23,13,0,"synonymous_variant;missense_variant",NA,NA,"XV",36,1821,1.821,19.7693574958814,0,0,FALSE,4.44627456370852
"5206","YOL159C",8,8,0,0,0,5,2,0,2,5,1,"missense_variant;synonymous_variant;stop_gained",NA,NA,"XV",8,516,0.516,15.5038759689922,0,0,FALSE,3.93749615479079
"5207","YOL159C-A",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"XV",1,273,0.273,3.66300366300366,0,0,FALSE,1.91389750587738
"5208","YOL160W",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"XV",2,342,0.342,5.84795321637427,0,0,FALSE,2.41825416703337
"5209","YOL161C",46,3,0,43,0,0,3,43,3,0,0,"synonymous_variant;upstream_gene_variant",987,2,"XV",3,363,0.363,8.26446280991736,14.3333333333333,5.203,FALSE,2.87479787288034
"5210","YOL162W",5,5,0,0,0,3,2,0,2,3,0,"missense_variant;synonymous_variant",NA,NA,"XV",5,648,0.648,7.71604938271605,0,0,FALSE,2.77777777777778
"5211","YOL163W",2,0,0,2,0,0,0,2,0,0,0,"upstream_gene_variant",342,331,"XV",0,510,0.51,0,NA,NA,FALSE,0
"5212","YOL164W",7,7,0,0,0,2,5,0,5,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",7,1941,1.941,3.60638845955693,0,0,FALSE,1.89904935679853
"5213","YOL164W-A",2,2,0,0,0,2,0,0,0,2,0,"missense_variant",NA,NA,"XV",2,183,0.183,10.9289617486339,0,0,FALSE,3.30589802453643
"5214","YOL165C",5,5,0,0,0,3,2,0,2,3,0,"missense_variant;synonymous_variant",NA,NA,"XV",5,432,0.432,11.5740740740741,0,0,FALSE,3.40206908719886
"5215","YOL166C",7,4,0,3,0,2,2,3,2,2,0,"missense_variant;synonymous_variant;upstream_gene_variant",956,177,"XV",4,NA,NA,NA,0.75,NA,FALSE,NA
"5216","YOL166W-A",17,8,0,9,0,6,2,9,2,6,0,"upstream_gene_variant;missense_variant;synonymous_variant",205,10,"XV",8,156,0.156,51.2820512820513,1.125,0.1755,FALSE,7.16114874039433
"5217","YOR001W",21,21,0,0,0,8,13,0,13,8,0,"synonymous_variant;missense_variant",NA,NA,"XV",21,2202,2.202,9.53678474114441,0,0,FALSE,3.08816850918864
"5218","YOR002W",6,6,0,0,0,3,3,0,3,3,0,"missense_variant;synonymous_variant",NA,NA,"XV",6,1635,1.635,3.6697247706422,0,0,FALSE,1.9156525704423
"5219","YOR003W",12,7,0,5,0,2,5,5,5,2,0,"upstream_gene_variant;missense_variant;synonymous_variant",336,46,"XV",7,1437,1.437,4.87125956854558,0.714285714285714,1.02642857142857,FALSE,2.20709301311603
"5220","YOR004W",11,3,0,8,0,1,2,8,2,1,0,"upstream_gene_variant;synonymous_variant;missense_variant",693,189,"XV",3,765,0.765,3.92156862745098,2.66666666666667,2.04,FALSE,1.98029508595335
"5221","YOR005C",21,16,0,5,0,7,9,5,9,7,0,"synonymous_variant;missense_variant;upstream_gene_variant",292,82,"XV",16,2835,2.835,5.64373897707231,0.3125,0.8859375,FALSE,2.37565548366599
"5222","YOR006C",6,6,0,0,0,2,4,0,4,2,0,"missense_variant;synonymous_variant",NA,NA,"XV",6,942,0.942,6.36942675159236,0,0,FALSE,2.52377232562534
"5223","YOR007C",5,5,0,0,0,1,4,0,4,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",5,1041,1.041,4.8030739673391,0,0,FALSE,2.19159165159459
"5224","YOR008C",3,3,0,0,0,1,2,0,2,1,0,"missense_variant;synonymous_variant",NA,NA,"XV",3,1137,1.137,2.63852242744063,0,0,FALSE,1.62435292576479
"5225","YOR008C-A",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"XV",1,225,0.225,4.44444444444444,0,0,FALSE,2.10818510677892
"5226","YOR009W",13,13,0,0,0,9,4,0,4,9,0,"missense_variant;synonymous_variant",NA,NA,"XV",13,1464,1.464,8.87978142076503,0,0,FALSE,2.9798962097303
"5227","YOR010C",4,4,0,0,0,1,3,0,3,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",4,756,0.756,5.29100529100529,0,0,FALSE,2.30021853114118
"5228","YOR011W",20,20,0,0,0,6,14,0,14,6,0,"synonymous_variant;missense_variant",NA,NA,"XV",20,4185,4.185,4.778972520908,0,0,FALSE,2.18608611927984
"5229","YOR011W-A",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"XV",1,207,0.207,4.83091787439614,0,0,FALSE,2.19793491131929
"5230","YOR012W",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"XV",1,414,0.414,2.41545893719807,0,0,FALSE,1.55417468040052
"5231","YOR013W",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"XV",2,NA,NA,NA,0,NA,FALSE,NA
"5232","YOR014W",11,11,0,0,0,2,9,0,9,2,0,"missense_variant;synonymous_variant",NA,NA,"XV",11,2274,2.274,4.83729111697449,0,0,FALSE,2.19938425859932
"5233","YOR016C",4,2,0,2,0,0,2,2,2,0,0,"synonymous_variant;upstream_gene_variant",180,40,"XV",2,624,0.624,3.2051282051282,1,0.624,FALSE,1.79028718509858
"5234","YOR017W",5,5,0,0,0,2,3,0,3,2,0,"missense_variant;synonymous_variant",NA,NA,"XV",5,2403,2.403,2.08073241781107,0,0,FALSE,1.44247440802638
"5235","YOR018W",9,9,0,0,0,2,7,0,7,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",9,2514,2.514,3.5799522673031,0,0,FALSE,1.8920761790433
"5236","YOR019W",20,14,0,6,0,5,9,6,9,5,0,"upstream_gene_variant;missense_variant;synonymous_variant",835,33,"XV",14,2193,2.193,6.38394892840857,0.428571428571429,0.939857142857143,FALSE,2.52664776500575
"5237","YOR020C",10,1,0,9,0,0,1,9,1,0,0,"synonymous_variant;upstream_gene_variant",756,282,"XV",1,321,0.321,3.11526479750779,9,2.889,FALSE,1.76501127404552
"5238","YOR020W-A",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"XV",1,273,0.273,3.66300366300366,0,0,FALSE,1.91389750587738
"5239","YOR021C",3,3,0,0,0,2,1,0,1,2,0,"missense_variant;synonymous_variant",NA,NA,"XV",3,642,0.642,4.67289719626168,0,0,FALSE,2.16168850583558
"5240","YOR022C",17,17,0,0,0,6,11,0,11,6,0,"synonymous_variant;missense_variant",NA,NA,"XV",17,2148,2.148,7.91433891992551,0,0,FALSE,2.81324348749366
"5241","YOR023C",10,10,0,0,0,3,7,0,7,3,0,"synonymous_variant;missense_variant",NA,NA,"XV",10,1701,1.701,5.87889476778366,0,0,FALSE,2.42464322484436
"5242","YOR024W",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"XV",1,NA,NA,NA,0,NA,FALSE,NA
"5243","YOR025W",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"XV",1,1344,1.344,0.744047619047619,0,0,FALSE,0.862581949177943
"5244","YOR026W",7,7,0,0,0,2,5,0,5,2,0,"missense_variant;synonymous_variant",NA,NA,"XV",7,1026,1.026,6.82261208576998,0,0,FALSE,2.61201303323126
"5245","YOR027W",5,5,0,0,0,0,5,0,5,0,0,"synonymous_variant",NA,NA,"XV",5,1770,1.77,2.82485875706215,0,0,FALSE,1.68073161363204
"5246","YOR028C",11,7,0,4,0,3,4,4,4,3,0,"missense_variant;synonymous_variant;upstream_gene_variant",957,125,"XV",7,888,0.888,7.88288288288288,0.571428571428571,0.507428571428571,FALSE,2.80764721481936
"5247","YOR029W",6,6,0,0,0,5,1,0,1,5,0,"missense_variant;synonymous_variant",NA,NA,"XV",6,336,0.336,17.8571428571429,0,0,FALSE,4.22577127364258
"5248","YOR030W",5,5,0,0,0,1,4,0,4,1,0,"missense_variant;synonymous_variant",NA,NA,"XV",5,1860,1.86,2.68817204301075,0,0,FALSE,1.63956458945988
"5249","YOR031W",2,2,0,0,0,1,0,0,0,1,1,"stop_lost;missense_variant",NA,NA,"XV",2,NA,NA,NA,0,NA,FALSE,NA
"5250","YOR032C",6,3,0,3,0,2,1,3,1,2,0,"missense_variant;synonymous_variant;upstream_gene_variant",572,370,"XV",3,1305,1.305,2.29885057471264,1,1.305,FALSE,1.51619608715781
"5251","YOR032W-A",3,3,0,0,0,2,1,0,1,2,0,"missense_variant;synonymous_variant",NA,NA,"XV",3,201,0.201,14.9253731343284,0,0,FALSE,3.86333704643128
"5252","YOR033C",9,9,0,0,0,1,8,0,8,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",9,2109,2.109,4.2674253200569,0,0,FALSE,2.06577475056137
"5253","YOR034C",10,10,0,0,0,6,4,0,4,6,0,"missense_variant;synonymous_variant",NA,NA,"XV",10,2250,2.25,4.44444444444444,0,0,FALSE,2.10818510677892
"5254","YOR034C-A",4,4,0,0,0,4,0,0,0,4,0,"missense_variant",NA,NA,"XV",4,243,0.243,16.4609053497942,0,0,FALSE,4.0572041296679
"5255","YOR035C",24,24,0,0,0,9,15,0,15,9,0,"synonymous_variant;missense_variant",NA,NA,"XV",24,2370,2.37,10.126582278481,0,0,FALSE,3.18222913670292
"5256","YOR036W",4,4,0,0,0,0,4,0,4,0,0,"synonymous_variant",NA,NA,"XV",4,867,0.867,4.61361014994233,0,0,FALSE,2.14793159805948
"5257","YOR037W",7,7,0,0,0,5,2,0,2,5,0,"synonymous_variant;missense_variant",NA,NA,"XV",7,1101,1.101,6.35785649409628,0,0,FALSE,2.5214790290812
"5258","YOR038C",13,10,0,3,0,5,5,3,5,5,0,"synonymous_variant;missense_variant;upstream_gene_variant",147,96,"XV",10,2628,2.628,3.80517503805175,0.3,0.7884,FALSE,1.95068578660218
"5259","YOR039W",3,3,0,0,0,0,3,0,3,0,0,"synonymous_variant",NA,NA,"XV",3,777,0.777,3.86100386100386,0,0,FALSE,1.96494372972965
"5260","YOR040W",3,3,0,0,0,1,2,0,2,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",3,858,0.858,3.4965034965035,0,0,FALSE,1.86989398001691
"5261","YOR041C",3,3,0,0,0,0,3,0,3,0,0,"synonymous_variant",NA,NA,"XV",3,NA,NA,NA,0,NA,FALSE,NA
"5262","YOR042W",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"XV",2,1236,1.236,1.61812297734628,0,0,FALSE,1.27205462828696
"5263","YOR043W",6,6,0,0,0,1,5,0,5,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",6,1461,1.461,4.10677618069815,0,0,FALSE,2.02651824089944
"5264","YOR044W",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"XV",1,474,0.474,2.10970464135021,0,0,FALSE,1.45248223443532
"5265","YOR046C",5,4,0,1,0,0,4,1,4,0,0,"synonymous_variant;upstream_gene_variant",37,37,"XV",4,1449,1.449,2.76052449965493,0.25,0.36225,FALSE,1.66148262093076
"5266","YOR047C",7,7,0,0,0,3,4,0,4,3,0,"synonymous_variant;missense_variant",NA,NA,"XV",7,1335,1.335,5.2434456928839,0,0,FALSE,2.28985713372776
"5267","YOR048C",8,8,0,0,0,3,5,0,5,3,0,"synonymous_variant;missense_variant",NA,NA,"XV",8,3021,3.021,2.64812975835816,0,0,FALSE,1.62730751806724
"5268","YOR049C",9,9,0,0,0,2,7,0,7,2,0,"missense_variant;synonymous_variant",NA,NA,"XV",9,1065,1.065,8.45070422535211,0,0,FALSE,2.90700949866906
"5269","YOR050C",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"XV",1,NA,NA,NA,0,NA,FALSE,NA
"5270","YOR051C",10,10,0,0,0,3,7,0,7,3,0,"synonymous_variant;missense_variant",NA,NA,"XV",10,1239,1.239,8.07102502017756,0,0,FALSE,2.84095494863568
"5271","YOR053W",14,14,0,0,0,13,0,0,0,13,1,"start_lost;missense_variant",NA,NA,"XV",14,NA,NA,NA,0,NA,FALSE,NA
"5272","YOR054C",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"XV",2,2025,2.025,0.987654320987654,0,0,FALSE,0.993807989999907
"5273","YOR055W",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"XV",1,NA,NA,NA,0,NA,FALSE,NA
"5274","YOR056C",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"XV",2,1380,1.38,1.44927536231884,0,0,FALSE,1.20385853085769
"5275","YOR057W",2,2,0,0,0,1,1,0,1,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",2,1188,1.188,1.68350168350168,0,0,FALSE,1.2974982402692
"5276","YOR058C",18,12,0,6,0,5,7,6,7,5,0,"synonymous_variant;missense_variant;upstream_gene_variant",997,378,"XV",12,2658,2.658,4.51467268623025,0.5,1.329,FALSE,2.12477591435668
"5277","YOR059C",6,6,0,0,0,1,5,0,5,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",6,1353,1.353,4.43458980044346,0,0,FALSE,2.10584657571331
"5278","YOR060C",2,2,0,0,0,2,0,0,0,2,0,"missense_variant",NA,NA,"XV",2,774,0.774,2.58397932816537,0,0,FALSE,1.60747607390137
"5279","YOR061W",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"XV",2,1020,1.02,1.96078431372549,0,0,FALSE,1.40028008402801
"5280","YOR062C",8,8,0,0,0,4,4,0,4,4,0,"missense_variant;synonymous_variant",NA,NA,"XV",8,807,0.807,9.91325898389095,0,0,FALSE,3.14853283036575
"5281","YOR063W",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"XV",1,1164,1.164,0.859106529209622,0,0,FALSE,0.926879997200081
"5282","YOR064C",2,2,0,0,0,2,0,0,0,2,0,"missense_variant",NA,NA,"XV",2,660,0.66,3.03030303030303,0,0,FALSE,1.74077655955698
"5283","YOR065W",5,5,0,0,0,0,5,0,5,0,0,"synonymous_variant",NA,NA,"XV",5,930,0.93,5.3763440860215,0,0,FALSE,2.31869447880084
"5284","YOR066W",10,10,0,0,0,3,7,0,7,3,0,"missense_variant;synonymous_variant",NA,NA,"XV",10,1890,1.89,5.29100529100529,0,0,FALSE,2.30021853114118
"5285","YOR067C",10,7,0,3,0,1,6,3,6,1,0,"synonymous_variant;missense_variant;upstream_gene_variant",300,245,"XV",7,1734,1.734,4.03690888119954,0.428571428571429,0.743142857142857,FALSE,2.0092060325411
"5286","YOR069W",9,9,0,0,0,1,8,0,8,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",9,2028,2.028,4.43786982248521,0,0,FALSE,2.10662522117372
"5287","YOR070C",5,5,0,0,0,3,2,0,2,3,0,"missense_variant;synonymous_variant",NA,NA,"XV",5,1914,1.914,2.6123301985371,0,0,FALSE,1.61627045958809
"5288","YOR071C",7,7,0,0,0,1,6,0,6,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",7,1797,1.797,3.89538119087368,0,0,FALSE,1.97367200691343
"5289","YOR072W",4,4,0,0,0,3,1,0,1,3,0,"missense_variant;synonymous_variant",NA,NA,"XV",4,315,0.315,12.6984126984127,0,0,FALSE,3.56348322549899
"5290","YOR072W-B",2,2,0,0,0,2,0,0,0,2,0,"missense_variant",NA,NA,"XV",2,162,0.162,12.3456790123457,0,0,FALSE,3.51364184463153
"5291","YOR073W",18,18,0,0,0,6,12,0,12,6,0,"synonymous_variant;missense_variant",NA,NA,"XV",18,1773,1.773,10.1522842639594,0,0,FALSE,3.18626493938583
"5292","YOR074C",7,4,0,3,0,0,4,3,4,0,0,"synonymous_variant;upstream_gene_variant",583,52,"XV",4,915,0.915,4.37158469945355,0.75,0.68625,FALSE,2.09083349395727
"5293","YOR075W",8,8,0,0,0,4,4,0,4,4,0,"missense_variant;synonymous_variant",NA,NA,"XV",8,1041,1.041,7.68491834774256,0,0,FALSE,2.77216852801964
"5294","YOR076C",13,13,0,0,0,8,5,0,5,8,0,"missense_variant;synonymous_variant",NA,NA,"XV",13,2244,2.244,5.79322638146168,0,0,FALSE,2.40691220892281
"5295","YOR077W",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"XV",1,699,0.699,1.43061516452074,0,0,FALSE,1.19608325986143
"5296","YOR078W",3,3,0,0,0,1,2,0,2,1,0,"missense_variant;synonymous_variant",NA,NA,"XV",3,645,0.645,4.65116279069767,0,0,FALSE,2.15665546406877
"5297","YOR079C",3,3,0,0,0,1,2,0,2,1,0,"missense_variant;synonymous_variant",NA,NA,"XV",3,942,0.942,3.18471337579618,0,0,TRUE,1.78457652562062
"5298","YOR080W",7,7,0,0,0,2,5,0,5,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",7,2199,2.199,3.18326512050932,0,0,FALSE,1.78417070946401
"5299","YOR081C",16,16,0,0,0,0,16,0,16,0,0,"synonymous_variant",NA,NA,"XV",16,2250,2.25,7.11111111111111,0,0,FALSE,2.66666666666667
"5300","YOR082C",3,3,0,0,0,3,0,0,0,3,0,"missense_variant",NA,NA,"XV",3,NA,NA,NA,0,NA,FALSE,NA
"5301","YOR083W",3,3,0,0,0,0,3,0,3,0,0,"synonymous_variant",NA,NA,"XV",3,888,0.888,3.37837837837838,0,0,FALSE,1.83803655523452
"5302","YOR084W",14,14,0,0,0,8,6,0,6,8,0,"missense_variant;synonymous_variant",NA,NA,"XV",14,1164,1.164,12.0274914089347,0,0,FALSE,3.46806738817669
"5303","YOR085W",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"XV",2,1053,1.053,1.89933523266857,0,0,FALSE,1.37816371765787
"5304","YOR086C",16,15,0,1,0,5,10,1,10,5,0,"synonymous_variant;missense_variant;upstream_gene_variant",627,627,"XV",15,3561,3.561,4.212299915754,0.0666666666666667,0.2374,FALSE,2.05238883152145
"5305","YOR087W",27,27,0,0,0,2,25,0,25,2,0,"missense_variant;synonymous_variant",NA,NA,"XV",27,2028,2.028,13.3136094674556,0,0,FALSE,3.6487819155789
"5306","YOR090C",7,7,0,0,0,1,6,0,6,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",7,1719,1.719,4.07213496218732,0,0,FALSE,2.01795316154447
"5307","YOR091W",3,3,0,0,0,1,2,0,2,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",3,1038,1.038,2.89017341040462,0,0,FALSE,1.70005100229511
"5308","YOR092W",4,4,0,0,0,0,4,0,4,0,0,"synonymous_variant",NA,NA,"XV",4,1842,1.842,2.17155266015201,0,0,FALSE,1.47361889922463
"5309","YOR093C",4,4,0,0,0,0,4,0,4,0,0,"synonymous_variant",NA,NA,"XV",4,4947,4.947,0.808570851020821,0,0,FALSE,0.899205677818385
"5310","YOR095C",3,3,0,0,0,1,2,0,2,1,0,"missense_variant;synonymous_variant",NA,NA,"XV",3,777,0.777,3.86100386100386,0,0,FALSE,1.96494372972965
"5311","YOR097C",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"XV",1,528,0.528,1.89393939393939,0,0,FALSE,1.37620470640795
"5312","YOR098C",9,9,0,0,0,3,6,0,6,3,0,"synonymous_variant;missense_variant",NA,NA,"XV",9,3231,3.231,2.78551532033426,0,0,FALSE,1.66898631520281
"5313","YOR099W",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"XV",1,1182,1.182,0.846023688663283,0,0,FALSE,0.919795460231938
"5314","YOR100C",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"XV",2,984,0.984,2.03252032520325,0,0,FALSE,1.4256648712805
"5315","YOR101W",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"XV",1,930,0.93,1.0752688172043,0,0,FALSE,1.03695169473043
"5316","YOR103C",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"XV",1,393,0.393,2.54452926208651,0,0,FALSE,1.59515806805674
"5317","YOR104W",4,4,0,0,0,1,3,0,3,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",4,849,0.849,4.71142520612485,0,0,FALSE,2.17058176674477
"5318","YOR107W",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"XV",2,930,0.93,2.1505376344086,0,0,FALSE,1.46647115021353
"5319","YOR108C-A",1,0,0,1,0,0,0,1,0,0,0,"upstream_gene_variant",202,202,"XV",0,NA,NA,NA,NA,NA,FALSE,NA
"5320","YOR108W",6,4,0,2,0,1,3,2,3,1,0,"upstream_gene_variant;synonymous_variant;missense_variant",724,27,"XV",4,1815,1.815,2.20385674931129,0.5,0.9075,FALSE,1.48453923805041
"5321","YOR109W",13,13,0,0,0,2,11,0,11,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",13,3324,3.324,3.91095066185319,0,0,FALSE,1.97761236390077
"5322","YOR110W",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"XV",2,1308,1.308,1.52905198776758,0,0,FALSE,1.23654841707374
"5323","YOR111W",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"XV",2,699,0.699,2.86123032904149,0,0,FALSE,1.69151716782346
"5324","YOR112W",9,8,0,1,0,4,4,1,4,4,0,"upstream_gene_variant;synonymous_variant;missense_variant",129,129,"XV",8,2286,2.286,3.49956255468067,0.125,0.28575,FALSE,1.87071177755438
"5325","YOR113W",4,1,0,3,0,0,1,3,1,0,0,"upstream_gene_variant;synonymous_variant",228,92,"XV",1,2745,2.745,0.364298724954463,3,8.235,FALSE,0.603571640283457
"5326","YOR114W",7,3,0,4,0,2,1,4,1,2,0,"upstream_gene_variant;synonymous_variant;missense_variant",389,86,"XV",3,885,0.885,3.38983050847458,1.33333333333333,1.18,FALSE,1.84114923579665
"5327","YOR115C",4,3,0,1,0,0,3,1,3,0,0,"synonymous_variant;upstream_gene_variant",195,195,"XV",3,807,0.807,3.71747211895911,0.333333333333333,0.269,FALSE,1.92807471819925
"5328","YOR116C",17,10,0,7,0,1,9,7,9,1,0,"synonymous_variant;missense_variant;upstream_gene_variant",667,485,"XV",10,4383,4.383,2.28154232261008,0.7,3.0681,FALSE,1.51047751476481
"5329","YOR117W",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"XV",2,1305,1.305,1.53256704980843,0,0,FALSE,1.23796892118035
"5330","YOR118W",9,9,0,0,0,2,7,0,7,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",9,1704,1.704,5.28169014084507,0,0,FALSE,2.29819279888461
"5331","YOR119C",16,8,0,8,0,1,7,8,7,1,0,"synonymous_variant;missense_variant;upstream_gene_variant",676,68,"XV",8,1455,1.455,5.49828178694158,1,1.455,FALSE,2.3448415270422
"5332","YOR120W",3,3,0,0,0,1,2,0,2,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",3,939,0.939,3.19488817891374,0,0,FALSE,1.78742501350791
"5333","YOR122C",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"XV",1,590,0.59,1.69491525423729,0,0,FALSE,1.30188910980824
"5334","YOR124C",10,10,0,0,0,2,8,0,8,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",10,3819,3.819,2.61848651479445,0,0,FALSE,1.61817382094584
"5335","YOR125C",3,3,0,0,0,1,2,0,2,1,0,"missense_variant;synonymous_variant",NA,NA,"XV",3,702,0.702,4.27350427350427,0,0,FALSE,2.06724557648681
"5336","YOR126C",7,7,0,0,0,3,4,0,4,3,0,"synonymous_variant;missense_variant",NA,NA,"XV",7,717,0.717,9.7629009762901,0,0,FALSE,3.12456412580861
"5337","YOR127W",11,11,0,0,0,3,8,0,8,3,0,"synonymous_variant;missense_variant",NA,NA,"XV",11,3024,3.024,3.63756613756614,0,0,FALSE,1.90724045090443
"5338","YOR128C",12,6,0,6,0,1,5,6,5,1,0,"synonymous_variant;missense_variant;upstream_gene_variant",373,19,"XV",6,1716,1.716,3.4965034965035,1,1.716,FALSE,1.86989398001691
"5339","YOR129C",5,5,0,0,0,2,3,0,3,2,0,"missense_variant;synonymous_variant",NA,NA,"XV",5,2682,2.682,1.86428038777032,0,0,FALSE,1.3653865341984
"5340","YOR130C",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"XV",1,879,0.879,1.13765642775882,0,0,FALSE,1.06660978232848
"5341","YOR132W",11,11,0,0,0,5,6,0,6,5,0,"synonymous_variant;missense_variant",NA,NA,"XV",11,1656,1.656,6.64251207729469,0,0,FALSE,2.57730713677953
"5342","YOR133W",3,3,0,0,0,0,3,0,3,0,0,"synonymous_variant",NA,NA,"XV",3,2529,2.529,1.18623962040332,0,0,FALSE,1.08914628053504
"5343","YOR134W",5,4,0,1,0,0,4,1,4,0,0,"upstream_gene_variant;synonymous_variant",674,674,"XV",4,1230,1.23,3.2520325203252,0.25,0.3075,FALSE,1.80333926933486
"5344","YOR135C",4,3,0,1,0,1,2,1,2,1,0,"synonymous_variant;missense_variant;upstream_gene_variant",950,950,"XV",3,NA,NA,NA,0.333333333333333,NA,FALSE,NA
"5345","YOR136W",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"XV",1,1110,1.11,0.900900900900901,0,0,FALSE,0.949157995752499
"5346","YOR137C",7,7,0,0,0,1,6,0,6,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",7,1869,1.869,3.74531835205992,0,0,FALSE,1.93528249929046
