# Program:featureCounts v1.6.3; Command:"featureCounts" "-F" "GFF" "-t" "mRNA" "-g" "Parent" "-s" "1" "-a" "yeast.2023.mRNA.sgd.gff" "-o" "gene_count_matrix.txt" "RNAseq_OLD_rep01.bam" "RNAseq_OLD_rep02.bam" "RNAseq_OLD_rep03.bam" "RNAseq_OLD_rep04.bam" "RNAseq_OLD_rep05.bam" "RNAseq_OLD_rep06.bam" "RNAseq_OLD_rep07.bam" "RNAseq_OLD_rep08.bam" "RNAseq_OLD_rep09.bam" "RNAseq_OLD_rep10.bam" "RNAseq_OLD_rep11.bam" "RNAseq_OLD_rep12.bam" "RNAseq_YOUNG_rep01.bam" "RNAseq_YOUNG_rep02.bam" "RNAseq_YOUNG_rep03.bam" "RNAseq_YOUNG_rep04.bam" "RNAseq_YOUNG_rep05.bam" "RNAseq_YOUNG_rep06.bam" "RNAseq_YOUNG_rep07.bam" "RNAseq_YOUNG_rep08.bam" "RNAseq_YOUNG_rep09.bam" "RNAseq_YOUNG_rep10.bam" "RNAseq_YOUNG_rep11.bam" "RNAseq_YOUNG_rep12.bam" 
Geneid	Chr	Start	End	Strand	Length	RNAseq_OLD_rep01.bam	RNAseq_OLD_rep02.bam	RNAseq_OLD_rep03.bam	RNAseq_OLD_rep04.bam	RNAseq_OLD_rep05.bam	RNAseq_OLD_rep06.bam	RNAseq_OLD_rep07.bam	RNAseq_OLD_rep08.bam	RNAseq_OLD_rep09.bam	RNAseq_OLD_rep10.bam	RNAseq_OLD_rep11.bam	RNAseq_OLD_rep12.bam	RNAseq_YOUNG_rep01.bam	RNAseq_YOUNG_rep02.bam	RNAseq_YOUNG_rep03.bam	RNAseq_YOUNG_rep04.bam	RNAseq_YOUNG_rep05.bam	RNAseq_YOUNG_rep06.bam	RNAseq_YOUNG_rep07.bam	RNAseq_YOUNG_rep08.bam	RNAseq_YOUNG_rep09.bam	RNAseq_YOUNG_rep10.bam	RNAseq_YOUNG_rep11.bam	RNAseq_YOUNG_rep12.bam
YOR057W	chrXV;chrXV	432106;432119	433454;433502	+;+	1397	688	774	718	888	749	818	749	715	501	761	852	745	736	886	676	699	683	708	896	661	665	784	619	572
YOR058C	chrXV;chrXV	433417;433427	436496;436480	-;-	3080	710	799	1010	1023	966	938	1062	1053	538	584	1158	726	933	1194	652	1387	625	830	1125	1065	1159	1183	925	830
YOR059C	chrXV;chrXV	438851;438851	440839;440291	-;-	1989	263	264	188	223	249	284	291	251	114	252	320	241	333	334	269	217	233	229	279	176	207	239	248	174
YOR060C	chrXV;chrXV	439326;439341	441180;441190	-;-	1865	12	5	3	2	4	25	0	2	0	0	3	5	9	11	26	2	0	0	6	0	0	5	7	3
YOR061W	chrXV;chrXV	441371;441371	442803;442782	+;+	1433	1832	2021	1582	1947	1790	1872	954	759	590	1393	1268	1105	1787	2335	1461	1846	1398	1198	1100	784	1233	1114	913	808
YOR062C	chrXV;chrXV	442635;442648	443740;444209	-;-	1575	213	209	312	139	165	272	432	300	100	183	397	218	232	349	257	278	124	237	339	361	324	414	374	338
YOR063W	chrXV;chrXV	444105;444112	445967;445966	+;+	1863	38547	31005	35835	35913	53732	23920	17804	33633	32670	56801	52301	50762	26197	27925	28088	41480	32027	34317	37379	28092	27258	33398	33194	27821
YOR064C	chrXV;chrXV	445861;445965	446784;446796	-;-	936	366	454	560	595	481	505	623	492	301	389	662	494	582	636	390	678	355	448	553	359	546	655	449	396
YOR065W	chrXV;chrXV	447084;447088	448898;448905	+;+	1822	7673	6356	11299	12025	14061	8972	8848	14484	8306	11156	19449	13597	14690	15256	11604	12670	8687	11657	13022	13046	15260	14808	12929	11481
YOR066W	chrXV;chrXV	449225;449420	451538;451599	+;+	2375	418	404	324	354	393	421	386	227	138	170	374	293	373	625	315	353	383	241	314	261	255	217	234	235
YOR067C	chrXV;chrXV	451644;451644	453561;453567	-;-	1924	1010	820	1094	1180	1205	1128	612	1147	660	713	1461	948	1146	1469	853	1210	871	809	1555	1172	1388	1165	1156	849
YOR069W	chrXV;chrXV	453665;453693	455951;455987	+;+	2323	1003	1331	937	1132	948	934	802	528	443	822	768	675	997	1113	873	1102	826	848	817	514	792	698	630	639
YOR068C	chrXV	453869	454213	-	345	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	1	2	4
YOR070C	chrXV;chrXV	455779;455822	457965;458029	-;-	2251	317	403	357	354	315	395	319	340	218	394	434	427	297	371	311	361	261	315	331	338	374	390	408	314
YOR071C	chrXV;chrXV	458740;459253	461731;461401	-;-	2992	230	205	231	208	136	368	188	219	129	145	278	161	243	364	198	235	203	177	192	164	186	228	209	120
YOR072W	chrXV	461502	461816	+	315	0	0	0	2	0	1	0	0	3	0	0	5	1	1	1	5	0	10	0	0	6	5	0	0
YOR072W-A	chrXV	461791	462039	+	249	21	8	6	14	8	6	2	0	13	5	5	2	12	8	7	8	1	2	13	18	2	6	14	1
YOR072W-B	chrXV	464469	464630	+	162	87	214	83	142	66	71	44	37	77	29	43	64	122	130	135	76	132	94	30	71	39	46	61	75
YOR073W	chrXV;chrXV	464694;464700	466662;466659	+;+	1969	504	572	639	867	634	728	1064	932	407	734	1007	757	657	851	515	1074	378	656	995	906	911	878	884	666
YOR074C	chrXV;chrXV	466569;466569	467971;467988	-;-	1420	434	339	298	349	291	513	323	241	144	402	443	414	504	666	462	302	310	296	338	245	346	373	398	249
YOR073W-A	chrXV	467390	467623	+	234	0	9	0	5	2	0	0	0	0	0	0	0	1	3	0	0	2	0	0	3	0	0	0	0
YOR075W	chrXV;chrXV	467798;468166	469299;469310	+;+	1513	669	843	808	829	715	936	1122	999	570	734	1217	915	819	1073	627	998	462	808	1111	989	1189	1238	972	890
YOR076C	chrXV;chrXV	469294;469302	471633;471659	-;-	2366	605	555	593	657	574	655	557	640	413	501	777	598	534	686	540	536	423	534	666	596	668	676	702	498
YOR077W	chrXV;chrXV	471861;471861	472758;473160	+;+	1300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR078W	chrXV;chrXV	471904;472080	473408;473408	+;+	1505	1198	817	1555	1766	1935	2044	1358	2022	1041	930	2722	2002	1805	2591	980	2567	679	1703	3544	3001	3097	2652	2003	1961
YOR079C	chrXV;chrXV	473338;473399	474735;474661	-;-	1398	283	263	389	379	340	345	433	428	281	360	565	361	422	524	340	500	386	404	654	494	546	573	525	457
YOR080W	chrXV	474586	477179	+	2594	589	592	714	693	619	660	606	554	314	488	675	403	654	909	464	727	402	672	778	609	696	691	711	473
YOR081C	chrXV;chrXV	476812;476889	479236;479532	-;-	2721	461	386	397	400	282	668	238	386	148	293	374	264	507	682	363	505	425	239	443	316	400	315	282	207
YOR082C	chrXV	479296	479637	-	342	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	3	0	0	0	2	6	0
YOR083W	chrXV;chrXV	479371;479498	481261;481261	+;+	1891	158	263	164	207	159	224	224	118	52	83	145	172	274	375	158	213	149	184	151	145	232	228	170	165
YOR084W	chrXV;chrXV	479662;479665	481800;481819	+;+	2158	452	482	424	495	446	548	480	310	186	328	603	381	547	560	434	476	450	322	510	429	367	462	333	262
YOR085W	chrXV;chrXV	481918;481973	483192;483680	+;+	1763	394	213	552	456	829	945	170	1117	641	694	1251	952	1055	1255	1176	793	782	574	935	914	1122	1249	907	609
YOR086C	chrXV;chrXV	483079;483107	486972;486956	-;-	3894	2948	3253	2366	2653	2544	2694	1866	1851	1402	3100	2773	2494	2966	3477	2880	2943	2887	2248	2001	1591	2113	2090	1812	1522
YOR087W	chrXV;chrXV	487615;487626	489861;489857	+;+	2247	339	234	339	359	349	571	263	549	249	376	599	569	532	639	436	380	296	341	511	350	572	552	446	485
YOR089C	chrXV;chrXV	489904;489995	491805;491539	-;-	1902	1687	2216	1711	1901	1623	1911	1725	1202	828	1795	1706	1600	1853	2188	1746	1878	1368	1590	1735	1032	1542	1547	1416	1191
YOR090C	chrXV	491040	493149	-	2110	74	93	96	122	100	59	102	92	71	125	107	107	107	123	87	127	59	113	140	53	64	107	93	50
YOR091W	chrXV;chrXV	493363;493366	494934;494928	+;+	1572	5570	6789	6884	7845	5828	6208	6505	5622	3478	4970	7350	6719	7878	9869	6183	9229	5352	6870	6663	4981	5954	5197	4895	4384
YOR092W	chrXV;chrXV	494889;494891	497170;497182	+;+	2294	1784	1725	2019	1839	1474	1196	1990	1297	728	1166	1769	1035	1107	1442	860	2094	801	1023	2236	1529	1424	1112	1331	1133
YOR093C	chrXV	497506	502452	-	4947	78	155	131	150	107	121	145	156	63	90	200	95	92	191	109	199	105	107	134	75	105	135	137	57
YOR094W	chrXV;chrXV	502697;502697	503998;503714	+;+	1302	587	678	815	727	737	814	844	1022	503	567	916	787	699	862	586	955	530	869	931	698	1004	975	842	753
YOR095C	chrXV;chrXV	502879;502896	504470;504398	-;-	1592	2321	2575	2807	3080	3597	1669	1821	2579	2371	2119	3081	2466	2405	3010	2011	3560	2047	2668	3440	3010	3351	1999	1914	1866
YOR096W	chrXV;chrXV	504725;505026	506850;506857	+;+	2133	19248	6573	22249	18495	36612	29345	6117	45746	31250	24885	47870	34918	28940	30246	26693	29774	21939	22178	42276	42614	46057	46590	33834	29232
YOR097C	chrXV;chrXV	506726;506756	507621;507685	-;-	960	433	445	470	507	489	630	714	455	298	503	527	446	537	624	435	412	409	339	352	325	446	519	503	372
YOR098C	chrXV;chrXV	507826;507837	511230;511283	-;-	3458	1359	1696	1183	1670	1339	1612	695	897	772	1640	1451	1198	1579	2122	1280	1872	1487	1324	1728	1180	1257	1287	1159	869
YOR099W	chrXV;chrXV	511620;511630	513101;513151	+;+	1532	1251	856	1061	1107	1416	1703	478	1384	850	1260	1688	1380	1725	1590	1631	1273	1463	1062	1173	984	1069	1128	1254	1065
YOR100C	chrXV;chrXV	513036;513104	514427;516357	-;-	3322	44	13	8	33	52	28	21	14	11	10	22	18	42	50	41	33	14	34	28	40	15	31	45	10
YOR101W	chrXV;chrXV	515134;515162	516493;516490	+;+	1360	1640	1703	2508	2529	1965	2265	1993	2122	1376	1627	2459	1770	2516	3348	1876	3181	1799	2049	2795	2207	3043	1872	1859	1739
YOR102W	chrXV	516423	516773	+	351	7	0	1	0	4	3	0	0	0	0	2	0	4	6	0	1	2	0	0	12	6	0	2	0
YOR103C	chrXV;chrXV	516358;516366	517444;517422	-;-	1087	1599	1924	1934	2014	1994	2158	2805	2320	1183	1868	2244	1962	2055	2847	1732	2262	1511	1741	2265	1423	2035	1976	2156	1791
YOR104W	chrXV	517626	518496	+	871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
YOR105W	chrXV;chrXV	517683;517692	518916;518984	+;+	1302	299	375	357	365	397	329	355	202	155	235	341	241	312	404	334	305	304	239	297	252	294	210	257	218
YOR106W	chrXV;chrXV	519023;519027	520081;520081	+;+	1059	719	810	828	853	845	634	1354	881	631	626	1016	728	732	797	712	1036	540	934	957	990	1006	728	763	725
YOR107W	chrXV;chrXV	521062;521068	522623;522693	+;+	1632	2377	1977	1748	1938	1817	1421	1898	961	909	886	1603	1164	1523	2437	1330	3065	1137	1456	1903	1772	2294	1098	1208	1267
YOR108W	chrXV;chrXV	522926;522941	525028;525029	+;+	2104	1572	1411	1341	1564	1846	1571	413	988	1055	1937	1492	1439	2144	2542	1865	1718	2093	1387	1355	1034	1376	1136	823	629
YOR108C-A	chrXV	524605	524814	-	210	1	4	7	7	6	10	19	6	1	1	12	4	6	10	2	11	6	9	22	23	14	16	19	6
YOR109W	chrXV	525135	528771	+	3637	484	446	435	446	520	340	230	450	254	458	560	528	428	490	391	521	498	367	437	314	452	438	375	318
YOR110W	chrXV;chrXV	528864;528865	530380;530373	+;+	1517	519	653	609	580	481	568	666	424	225	517	612	521	424	727	320	641	351	471	662	486	457	475	617	452
YOR111W	chrXV;chrXV	530389;530389	531459;531451	+;+	1071	158	60	142	84	181	153	34	206	100	144	201	145	175	227	158	136	160	144	182	153	172	199	191	129
YOR112W	chrXV;chrXV	531429;531432	533856;533860	+;+	2432	844	1052	859	849	878	874	1117	651	419	977	957	557	914	997	910	1183	857	767	893	568	707	793	680	653
YOR113W	chrXV	534075	536819	+	2745	220	205	227	241	130	294	104	127	58	106	188	102	172	292	142	201	190	130	229	92	166	189	123	116
YOR114W	chrXV;chrXV	537342;537359	538674;538959	+;+	1618	138	98	127	164	142	241	122	207	78	170	141	156	180	261	158	171	129	130	182	128	167	214	166	167
YOR115C	chrXV;chrXV	538253;538392	539516;539531	-;-	1279	1253	1481	1851	1827	1553	1740	2582	1668	1253	1343	1983	1508	1728	2265	1319	1991	1186	1474	2622	1855	2056	1794	1861	1594
YOR116C	chrXV;chrXV	539665;539675	544379;544352	-;-	4715	1179	1017	828	1020	1146	610	287	401	464	601	819	597	729	990	677	1193	909	747	976	532	653	628	507	439
YOR117W	chrXV;chrXV	544912;544953	546499;546540	+;+	1629	1967	1954	1931	2215	1672	2708	2088	1705	887	1606	2456	1978	2689	3513	2307	1971	2166	1732	2338	1490	2124	2234	2051	1739
YOR118W	chrXV;chrXV	546610;546651	548664;548748	+;+	2139	604	651	406	512	563	435	296	261	227	507	336	459	457	547	635	459	599	341	358	255	275	220	249	208
YOR119C	chrXV;chrXV	547763;547765	550560;550291	-;-	2798	1949	1943	2536	2990	2851	2325	2174	1913	1544	1483	2541	2079	2481	3041	2179	3594	1610	2535	3249	2366	2847	2130	1988	1969
YOR120W	chrXV;chrXV	550487;550487	552233;552238	+;+	1752	212	210	240	134	122	563	345	268	81	119	315	242	411	566	200	158	184	132	264	259	211	567	434	433
YOR121C	chrXV	551798	552103	-	306	5	9	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0
YOR122C	chrXV;chrXV	551932;551993	552904;552912	-;-	981	8331	8157	10783	10567	8518	13399	14322	13090	7749	7493	14112	9457	12597	15882	10287	12086	9727	8912	15024	12097	13772	13452	12669	10887
YOR123C	chrXV;chrXV	553107;553114	554815;554669	-;-	1709	4319	4627	4925	5394	5034	4529	5701	3265	2018	3229	4415	3748	5112	5802	3705	5935	3312	4239	4781	4008	4360	4099	3627	3293
YOR124C	chrXV;chrXV	554745;554747	558749;558765	-;-	4021	938	1116	761	1120	773	1286	1018	767	472	877	969	814	1098	1531	869	973	734	716	886	847	936	1114	918	646
YOR125C	chrXV;chrXV	558738;558781	559776;559780	-;-	1043	411	454	370	540	457	656	512	332	138	370	402	351	498	713	378	363	325	320	402	287	407	343	349	216
YOR126C	chrXV;chrXV	559826;559876	560734;560953	-;-	1128	240	217	199	227	263	292	132	130	143	282	269	262	302	338	247	230	212	129	249	195	270	255	168	132
YOR127W	chrXV;chrXV	560907;560915	564352;564354	+;+	3448	2239	2624	2266	2631	1872	2175	2079	1328	932	1599	1901	1357	2256	2944	1810	2363	1802	2001	1853	1584	1953	1532	1468	1216
YOR128C	chrXV;chrXV	564399;564399	566243;566226	-;-	1845	3260	2976	3532	3150	4292	2849	1604	2435	1792	3678	4782	2680	2660	3413	2120	3615	2331	2478	3744	2343	2719	3065	3149	2699
YOR129C	chrXV;chrXV	566655;566657	569636;569636	-;-	2982	214	291	326	301	194	276	213	338	131	184	374	203	259	379	167	405	172	249	401	192	352	353	255	190
YOR130C	chrXV;chrXV	569600;569601	570831;570830	-;-	1232	554	473	483	469	372	670	502	292	223	326	491	461	533	844	524	457	497	353	389	329	447	391	356	379
YOR131C	chrXV;chrXV	572068;572090	572959;572940	-;-	892	1917	1602	2442	2482	2542	2892	2972	3070	2043	1775	3160	2269	2446	3133	2145	2536	1996	2243	3653	3299	3384	3047	3132	2502
YOR132W	chrXV;chrXV	573037;573095	574919;574945	+;+	1909	1147	1489	1108	1484	1210	1473	1368	1016	565	1048	1282	986	1225	1474	1001	1174	953	964	1088	862	1100	1052	1103	859
YOR133W	chrXV;chrXV	575006;575023	578575;577863	+;+	3570	11663	8880	9511	10935	12293	12284	3508	8080	7768	13738	13378	11603	13307	14729	12949	10750	13816	9167	10622	7698	8866	10192	8812	7079
YOR134W	chrXV	578564	579793	+	1230	160	172	102	141	44	69	68	15	12	5	37	52	138	137	85	55	88	55	24	41	47	17	16	32
YOR135C	chrXV	580159	580500	-	342	0	0	0	0	7	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
YOR136W	chrXV;chrXV	580066;580132	581625;581669	+;+	1604	893	522	1081	1012	971	1823	791	2031	1042	1309	2771	1535	1734	1893	1206	1188	1075	1163	1768	1548	1952	3599	2695	2059
YOR137C	chrXV	581685	584048	-	2364	409	361	312	263	267	392	201	112	102	167	163	156	386	491	266	184	263	204	218	143	218	142	173	112
YOR138C	chrXV;chrXV	584237;584240	586403;586406	-;-	2170	723	889	822	970	782	883	945	603	404	495	679	564	605	865	565	869	526	547	902	659	745	691	586	542
YOR139C	chrXV	586950	587342	-	393	0	0	0	0	0	4	0	0	0	0	0	0	0	9	0	0	7	1	0	0	0	0	0	0
YOR140W	chrXV;chrXV	586624;586649	589750;589728	+;+	3127	1777	1782	1988	2223	1953	2338	1653	1349	981	1649	2255	1742	1712	2298	1344	2374	1248	1793	2212	1877	2050	1951	1670	1679
YOR141C	chrXV;chrXV	589631;589641	592610;592616	-;-	2986	2116	2565	2929	3024	2471	3124	3225	2694	1615	1909	3113	2226	2990	3861	2472	3373	2084	2870	3554	2783	3578	3296	2695	2529
YOR142W	chrXV;chrXV	592829;592838	594301;594330	+;+	1502	1011	923	1249	1342	1256	1466	749	1317	790	1549	2004	1393	1525	1926	1232	1386	1368	1194	1335	1200	1224	1739	1387	1215
YOR143C	chrXV;chrXV	600963;601015	602425;602416	-;-	1463	442	462	682	633	632	551	694	596	400	440	675	544	525	610	420	677	422	564	813	720	829	721	595	460
YOR144C	chrXV	602578	605122	-	2545	189	183	151	236	165	210	303	255	166	232	318	215	144	250	167	232	169	192	223	267	193	291	245	185
YOR145C	chrXV;chrXV	605159;605159	606237;606205	-;-	1079	2269	2674	2438	2721	2442	2067	1831	1572	1276	1900	2074	2020	2359	2953	2047	3282	1842	2453	2238	1745	1928	1494	1470	1254
YOR146W	chrXV;chrXV	605695;605793	606235;606441	+;+	747	3	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YOR147W	chrXV;chrXV	606518;606570	608631;608663	+;+	2146	682	783	796	914	863	921	754	740	546	718	1003	691	942	1113	692	887	717	681	866	886	886	786	717	649
YOR148C	chrXV;chrXV	608412;608461	609219;609238	-;-	827	568	646	511	643	639	483	483	299	261	300	443	411	547	688	436	551	473	478	543	374	401	371	343	340
YOR149C	chrXV;chrXV	609406;609420	611449;611451	-;-	2046	192	265	310	215	193	341	267	296	149	161	309	206	318	406	243	320	205	220	244	187	300	282	233	205
YOR150W	chrXV;chrXV	611946;611967	612602;612652	+;+	707	1023	644	1207	1235	1205	1557	700	1456	848	852	1576	1172	1276	1577	862	1343	842	1025	2074	1799	1831	1929	1528	1225
YOR151C	chrXV;chrXV	612651;612651	616945;616960	-;-	4310	2666	2417	2392	2608	2110	2494	1592	1783	984	2195	2508	1819	2494	3700	2076	2927	1927	1847	2511	1822	2483	2352	2006	1572
YOR152C	chrXV;chrXV	617250;617357	618822;618886	-;-	1637	116	162	152	139	174	263	148	182	131	108	254	228	174	293	150	150	112	168	257	308	311	255	208	167
YOR153W	chrXV	619840	624375	+	4536	598	594	564	770	524	627	245	422	335	507	678	565	596	825	616	750	513	503	491	420	596	799	584	394
YOR154W	chrXV;chrXV	624531;624682	626647;626651	+;+	2121	854	933	1000	1167	1002	1053	1128	929	701	773	1095	936	957	1340	830	1269	718	984	1483	1007	1281	966	1015	1014
YOR155C	chrXV;chrXV	626521;626542	628025;628001	-;-	1505	181	165	156	200	180	326	58	148	114	269	189	179	234	319	234	180	227	172	178	105	185	191	156	90
YOR156C	chrXV;chrXV	628105;628107	630711;630692	-;-	2607	124	172	164	177	147	145	126	198	99	164	203	150	173	248	149	233	138	104	140	144	198	220	219	176
YOR157C	chrXV;chrXV	630652;630747	631803;631813	-;-	1162	2161	1854	2182	2473	2354	3430	1693	2259	1076	2177	3122	2551	3477	4211	2536	2152	1975	1884	2428	2045	2375	3224	2269	2087
YOR158W	chrXV;chrXV	632074;632093	633266;633274	+;+	1201	1003	780	1210	1258	1031	1170	1084	1002	580	769	1452	1171	978	1365	868	1149	602	893	1282	1059	1155	1427	1125	818
YOR159C	chrXV;chrXV	632464;632538	633620;633637	-;-	1174	520	565	586	711	682	658	547	509	388	486	768	572	699	898	586	829	517	623	664	438	681	698	524	432
YOR160W	chrXV;chrXV	633740;633743	636852;636852	+;+	3113	963	726	753	911	1083	704	498	493	419	636	705	794	936	884	871	954	567	706	827	592	815	673	571	523
YOR161C	chrXV;chrXV	636820;636846	638695;638695	-;-	1876	16	11	9	19	34	20	23	49	22	55	56	28	35	19	35	66	25	20	33	16	22	41	27	21
YOR161W-A	chrXV	637574	637654	+	81	0	0	8	0	0	0	0	0	0	0	7	5	4	0	0	0	0	3	19	0	0	4	1	0
YOR161W-B	chrXV	637975	638235	+	261	0	0	0	0	0	0	0	2	0	0	4	0	1	0	0	0	0	2	0	0	3	0	0	0
YOR161C-C	chrXV	638713	639727	-	1015	17	8	22	10	16	6	20	7	8	6	10	11	9	19	5	2	3	18	0	15	8	10	25	5
YOR162C	chrXV	639409	642467	-	3059	71	75	88	62	37	65	34	42	36	47	69	34	35	95	90	75	72	67	18	47	20	40	53	39
YOR163W	chrXV;chrXV	642394;642402	643380;643380	+;+	987	422	434	554	585	634	667	738	789	452	693	1013	784	698	894	517	620	468	437	647	601	661	877	830	692
YOR164C	chrXV;chrXV	643109;643123	644373;644382	-;-	1274	1728	2373	2161	1923	1806	2101	2477	1981	1415	1878	2341	1814	2364	3189	2133	2297	1970	1935	2202	1624	2102	1940	1998	1627
YOR165W	chrXV;chrXV	644533;644533	647235;647157	+;+	2703	660	771	792	879	787	943	651	586	467	634	917	887	946	1247	700	794	676	599	701	535	721	756	642	556
YOR166C	chrXV;chrXV	646895;646953	648557;648557	-;-	1663	272	163	195	243	199	209	213	291	184	227	347	261	191	296	171	265	183	181	289	286	307	259	268	247
YOR167C	chrXV;chrXV	648563;648577	649019;649019	-;-	457	67860	65754	79471	79661	84005	89151	67978	109970	78425	65226	115463	75236	83145	96985	76689	103429	75895	73137	145511	119574	121990	113208	104452	101907
YOR168W	chrXV;chrXV	649261;649269	651849;651908	+;+	2648	3507	4053	3706	3865	3917	2892	2351	2459	2001	3560	3501	3207	3774	4436	3614	4839	3248	2988	2941	2177	2888	2723	2373	1695
YOR169C	chrXV	651376	651840	-	465	3	2	0	6	2	0	0	0	0	0	2	0	1	0	0	0	0	0	6	0	1	0	0	0
YOR170W	chrXV	651858	652163	+	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR171C	chrXV;chrXV	651783;651792	653957;653955	-;-	2175	238	184	240	252	249	295	186	205	211	203	293	177	451	517	332	279	264	262	263	205	333	255	176	194
YOR172W	chrXV;chrXV	654150;654180	656772;656780	+;+	2631	835	1020	733	750	665	832	539	350	306	645	590	531	704	945	586	672	712	454	509	463	663	463	498	414
YOR173W	chrXV;chrXV	657167;657208	658479;658479	+;+	1313	85	109	101	75	59	108	74	37	51	65	86	63	95	111	72	51	126	28	53	74	40	63	50	56
YOR174W	chrXV;chrXV	658459;658462	659636;659726	+;+	1268	583	654	935	862	917	745	1227	958	542	605	1157	800	646	794	542	982	533	869	1476	947	1139	892	1014	820
YOR175C	chrXV;chrXV	659653;659656	662143;662143	-;-	2491	948	1045	853	952	849	1151	773	729	551	1087	902	918	1071	1342	977	897	918	755	822	642	697	858	716	678
YOR176W	chrXV;chrXV	661914;662290	663724;663756	+;+	1843	372	389	360	318	382	710	197	330	197	270	364	280	579	701	428	335	394	252	357	251	357	349	394	204
YOR177C	chrXV	665785	667179	-	1395	12	28	24	31	14	29	12	25	17	16	20	15	35	4	23	43	13	24	41	6	41	26	21	26
YOR178C	chrXV	667662	670567	-	2906	88	50	18	40	73	82	71	16	27	33	23	14	57	92	49	44	48	60	49	30	53	44	39	25
YOR179C	chrXV;chrXV	671369;671369	672450;672459	-;-	1091	477	721	677	759	617	524	1130	838	516	530	857	587	479	707	503	872	459	645	927	699	740	659	648	605
YOR180C	chrXV;chrXV	674073;674095	675662;675668	-;-	1596	375	279	398	496	351	486	286	387	234	246	331	248	369	516	282	430	260	328	535	432	402	316	387	369
YOR181W	chrXV	675874	677970	+	2097	807	980	833	871	763	901	915	602	369	725	820	706	715	1056	729	717	775	573	756	543	717	624	631	480
YOR182C	chrXV;chrXV	678089;678125	679151;679173	-;-	1085	49922	25496	62833	54635	67804	70659	20534	96614	53323	45117	98443	59305	57700	72630	45266	78740	41747	51349	118711	103318	109310	105136	83222	74019
YOR183W	chrXV	678787	679298	+	512	10	13	3	0	0	5	0	4	1	0	0	4	0	1	3	0	0	1	10	0	14	0	0	0
YOR184W	chrXV;chrXV	679235;679235	680686;680681	+;+	1452	2711	3026	3561	3227	3511	3781	3235	3755	1980	3351	4947	3765	2938	4151	2310	3577	1998	2594	4802	3290	3683	4290	3782	3413
YOR185C	chrXV;chrXV	681271;681297	682170;682229	-;-	959	342	315	290	262	212	543	208	342	181	242	322	222	578	664	547	202	452	246	230	228	310	402	339	316
YOR186W	chrXV;chrXV	682419;682430	683636;683654	+;+	1236	36	30	36	47	41	29	25	24	22	7	16	22	51	40	39	33	28	36	47	51	49	62	47	12
YOR186C-A	chrXV	682976	683661	-	686	2	4	12	18	2	0	1	4	6	3	4	5	5	2	8	4	6	12	14	5	10	1	7	3
YOR187W	chrXV;chrXV	683891;683914	685563;685563	+;+	1673	2745	2454	3079	3345	3018	3758	1141	3019	1830	3674	4134	3420	3183	4278	2606	3411	3010	2493	2953	2498	2825	3828	2786	2268
YOR188W	chrXV;chrXV	685671;685671	689337;689310	+;+	3667	798	704	888	997	785	736	664	695	569	738	933	774	893	1141	729	1237	675	793	1083	762	817	884	746	520
YOR189W	chrXV;chrXV	689611;689624	690848;690829	+;+	1238	801	739	1092	985	841	1052	1430	1387	615	734	1363	1049	1096	1290	877	1054	584	948	1369	1035	1353	1196	1367	1165
YOR190W	chrXV;chrXV	690332;690527	692299;692182	+;+	1968	21	21	37	25	29	44	2	11	21	16	17	25	59	41	23	22	15	26	18	40	24	41	19	10
YOR191W	chrXV	692475	697334	+	4860	894	953	867	1060	736	952	890	559	464	731	930	584	854	1073	755	987	692	770	993	718	793	830	785	689
YOR192C	chrXV	698029	701664	-	3636	131	141	106	108	123	152	177	61	58	133	82	70	120	134	107	143	113	105	167	95	135	71	92	100
YOR192C-C	chrXV	703988	704224	-	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR193W	chrXV;chrXV	710375;710377	711701;711690	+;+	1327	167	163	163	155	141	193	155	110	110	97	129	141	141	137	134	167	103	74	114	93	153	174	116	97
YOR194C	chrXV;chrXV	711310;711310	712612;712620	-;-	1311	2633	2496	3401	3982	3564	3289	3455	2926	1787	2287	3877	3227	3374	4312	2517	4102	1802	3389	4044	3291	4047	3711	3014	2895
YOR195W	chrXV;chrXV	712796;712796	715577;715555	+;+	2782	1237	1074	1382	1405	1243	1700	1462	1275	737	1227	1755	1421	1422	2111	1183	1606	832	1258	1677	1558	1888	1963	1340	1104
YOR196C	chrXV;chrXV	715193;715349	716861;716861	-;-	1669	635	549	487	575	553	833	179	469	246	393	507	372	661	840	436	568	530	363	357	337	385	356	317	302
